block_num,sender,opt,opt_time,token_x,token_y,amount
4535835,0x9b2cbcf941fd50aaf0e58b0e67f5f1ee,stake,2022-03-05 10:53:48,STC::STC,FAI::FAI,652656832434
4535839,0xbfee7b54e271648e93eb23b4e71a4f50,harvest,2022-03-05 10:54:02,STC::STC,STAR::STAR,1109054128
4535868,0x4d676da54966d8f7c6c976df744c7472,stake,2022-03-05 10:57:13,STC::STC,STAR::STAR,198531071721
4535874,0x9b2cbcf941fd50aaf0e58b0e67f5f1ee,harvest,2022-03-05 10:57:38,STC::STC,FAI::FAI,9961943
4535896,0x2370df831df9220a9814f484893c97fe,stake,2022-03-05 10:59:12,STC::STC,STAR::STAR,42525179119132
4535902,0x61946b015582a4d72d26d15d7af78cc0,stake,2022-03-05 10:59:38,STC::STC,FAI::FAI,4026892656119
4535934,0x236e3246c470de88dcf2657579d0ad60,stake,2022-03-05 11:02:37,STC::STC,STAR::STAR,6654596269576
4535950,0xb01a3b6cd6a2beb1de4198e9c3f38ab4,stake,2022-03-05 11:03:42,STC::STC,FAI::FAI,5803728135518
4535974,0xbfee7b54e271648e93eb23b4e71a4f50,harvest,2022-03-05 11:05:39,STC::STC,STAR::STAR,1571123441
4535984,0x9b2cbcf941fd50aaf0e58b0e67f5f1ee,harvest,2022-03-05 11:06:42,STC::STC,FAI::FAI,26153033
4535997,0xbfee7b54e271648e93eb23b4e71a4f50,harvest,2022-03-05 11:07:41,STC::STC,FAI::FAI,1561941651
